では	接続詞,*,*,*,*,*,では,デハ,デワ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
差し障り	名詞,一般,*,*,*,*,差し障り,サシサワリ,サシサワリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
っ	助詞,格助詞・縮約形,連語,*,*,*,って,ッ,ッ,s
ちゅう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,チュー,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
蛇	名詞,一般,*,*,*,*,蛇,ヘビ,ヘビ,s
なら	助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ,s
蛇	名詞,一般,*,*,*,*,蛇,ヘビ,ヘビ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
追いかけ	動詞,自立,*,*,一段,未然形,追いかける,オイカケ,オイカケ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
轢か	動詞,自立,*,*,五段・カ行イ音便,未然形,轢く,ヒカ,ヒカ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
そう	名詞,特殊,助動詞語幹,*,*,*,そう,ソウ,ソー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
意味	名詞,サ変接続,*,*,*,*,意味,イミ,イミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
らしくっ	助動詞,*,*,*,形容詞・イ段,連用テ接続,らしい,ラシクッ,ラシクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
この前	名詞,副詞可能,*,*,*,*,この前,コノマエ,コノマエ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
東北	名詞,一般,*,*,*,*,東北,トウホク,トーホク,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
地震	名詞,一般,*,*,*,*,地震,ジシン,ジシン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,i
、	記号,読点,*,*,*,*,、,、,、,i
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,i
にとって	助詞,格助詞,連語,*,*,*,にとって,ニトッテ,ニトッテ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
印象	名詞,一般,*,*,*,*,印象,インショウ,インショー,i
、	記号,読点,*,*,*,*,、,、,、,i
印象	名詞,一般,*,*,*,*,印象,インショウ,インショー,i
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
衝撃	名詞,一般,*,*,*,*,衝撃,ショウゲキ,ショーゲキ,i
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,i
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
出来事	名詞,一般,*,*,*,*,出来事,デキゴト,デキゴト,i
、	記号,読点,*,*,*,*,、,、,、,i
震災	名詞,一般,*,*,*,*,震災,シンサイ,シンサイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
、	記号,読点,*,*,*,*,、,、,、,i
何でも	副詞,助詞類接続,*,*,*,*,何でも,ナンデモ,ナンデモ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
君	名詞,一般,*,*,*,*,君,クン,クン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
弟	名詞,一般,*,*,*,*,弟,オトウト,オトート,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
年	名詞,一般,*,*,*,*,年,トシ,トシ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
阪神	名詞,固有名詞,地域,一般,*,*,阪神,ハンシン,ハンシン,s
大震災	名詞,一般,*,*,*,*,大震災,ダイシンサイ,ダイシンサイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
実家	名詞,一般,*,*,*,*,実家,ジッカ,ジッカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
産み	名詞,一般,*,*,*,*,産み,ウミ,ウミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
今まで	副詞,一般,*,*,*,*,今まで,イママデ,イママデ,s
経験	名詞,サ変接続,*,*,*,*,経験,ケイケン,ケイケン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
事	名詞,非自立,一般,*,*,*,事,コト,コト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ものすごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ものすごい,モノスゴイ,モノスゴイ,s
揺れ	名詞,一般,*,*,*,*,揺れ,ユレ,ユレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
大きい	形容詞,自立,*,*,形容詞・イ段,基本形,大きい,オオキイ,オーキイ,s
地震	名詞,一般,*,*,*,*,地震,ジシン,ジシン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
震度	名詞,一般,*,*,*,*,震度,シンド,シンド,s
どれ	名詞,代名詞,一般,*,*,*,どれ,ドレ,ドレ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ここら	名詞,代名詞,一般,*,*,*,ここら,ココラ,ココラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
強	名詞,接尾,一般,*,*,*,強,キョウ,キョー,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
今まで	副詞,一般,*,*,*,*,今まで,イママデ,イママデ,s
経験	名詞,サ変接続,*,*,*,*,経験,ケイケン,ケイケン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
大き	形容詞,自立,*,*,形容詞・イ段,ガル接続,大きい,オオキ,オーキ,s
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ところが	接続詞,*,*,*,*,*,ところが,トコロガ,トコロガ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
東北	名詞,一般,*,*,*,*,東北,トウホク,トーホク,s
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ,s
地震	名詞,一般,*,*,*,*,地震,ジシン,ジシン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
八	名詞,数,*,*,*,*,八,ハチ,ハチ,i
強	名詞,接尾,一般,*,*,*,強,キョウ,キョー,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
強	名詞,接尾,一般,*,*,*,強,キョウ,キョー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どれ	名詞,代名詞,一般,*,*,*,どれ,ドレ,ドレ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
凄まじい	形容詞,自立,*,*,形容詞・イ段,基本形,凄まじい,スサマジイ,スサマジイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
頭	名詞,一般,*,*,*,*,頭,アタマ,アタマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
よぎっ	動詞,自立,*,*,五段・ラ行,連用タ接続,よぎる,ヨギッ,ヨギッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
あこ	名詞,代名詞・縮約形,一般,*,*,*,あそこ,アコ,アコ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
松尾	名詞,固有名詞,人名,姓,*,*,松尾,マツオ,マツオ,s
芭蕉	名詞,固有名詞,人名,名,*,*,芭蕉,バショウ,バショー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
旅	名詞,サ変接続,*,*,*,*,旅,タビ,タビ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
あたり	名詞,一般,*,*,*,*,あたり,アタリ,アタリ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
津波	名詞,一般,*,*,*,*,津波,ツナミ,ツナミ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
犠牲	名詞,一般,*,*,*,*,犠牲,ギセイ,ギセイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あっこ	名詞,代名詞・縮約形,*,*,*,*,あそこ,アッコ,アッコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
施設	名詞,サ変接続,*,*,*,*,施設,シセツ,シセツ,s
、	記号,読点,*,*,*,*,、,、,、,s
芭蕉	名詞,一般,*,*,*,*,芭蕉,バショウ,バショー,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
施設	名詞,サ変接続,*,*,*,*,施設,シセツ,シセツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ひどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ひどい,ヒドイ,ヒドイ,s
傷み	名詞,一般,*,*,*,*,傷み,イタミ,イタミ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
一時	副詞,助詞類接続,*,*,*,*,一時,イチジ,イチジ,s
お客	名詞,一般,*,*,*,*,お客,オキャク,オキャク,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
受け入れ	動詞,自立,*,*,一段,未然形,受け入れる,ウケイレ,ウケイレ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,すごい,スゴカッ,スゴカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
