どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,i
七	名詞,数,*,*,*,*,七,ナナ,ナナ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
いける	動詞,自立,*,*,一段,基本形,いける,イケル,イケル,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
田舎	名詞,一般,*,*,*,*,田舎,イナカ,イナカ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
、	記号,読点,*,*,*,*,、,、,、,i
都会	名詞,一般,*,*,*,*,都会,トカイ,トカイ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
都会	名詞,一般,*,*,*,*,都会,トカイ,トカイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
田舎	名詞,一般,*,*,*,*,田舎,イナカ,イナカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,i
行ける	動詞,自立,*,*,一段,基本形,行ける,イケル,イケル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そっ	名詞,代名詞,一般,*,*,*,そっ,ソッ,ソッ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
三ノ宮	名詞,固有名詞,地域,一般,*,*,三ノ宮,サンノミヤ,サンノミヤ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
どん	名詞,一般,*,*,*,*,どん,ドン,ドン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
かかる	動詞,非自立,*,*,五段・ラ行,基本形,かかる,カカル,カカル,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
特急	名詞,一般,*,*,*,*,特急,トッキュウ,トッキュー,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
便利	名詞,形容動詞語幹,*,*,*,*,便利,ベンリ,ベンリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
関学	名詞,固有名詞,組織,*,*,*,関学,カンガク,カンガク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
通う	動詞,自立,*,*,五段・ワ行促音便,基本形,通う,カヨウ,カヨウ,i
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
三田	名詞,固有名詞,人名,姓,*,*,三田,ミタ,ミタ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
円	名詞,形容動詞語幹,*,*,*,*,円,ツブラ,ツブラ,s
かかる	動詞,自立,*,*,五段・ラ行,基本形,かかる,カカル,カカル,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
三田	名詞,固有名詞,地域,一般,*,*,三田,ミタ,ミタ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
三田	名詞,固有名詞,人名,姓,*,*,三田,ミタ,ミタ,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
定期	名詞,一般,*,*,*,*,定期,テイキ,テイキ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
、	記号,読点,*,*,*,*,、,、,、,i
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
かかる	動詞,自立,*,*,五段・ラ行,基本形,かかる,カカル,カカル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
往復	名詞,サ変接続,*,*,*,*,往復,オウフク,オーフク,i
千	名詞,数,*,*,*,*,千,セン,セン,i
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
EOS
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,i
すわっ	動詞,自立,*,*,五段・ラ行,連用タ接続,すわる,スワッ,スワッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
音	名詞,一般,*,*,*,*,音,オト,オト,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
音	名詞,一般,*,*,*,*,音,オト,オト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,i
ねん	名詞,非自立,一般,*,*,*,ねん,ネン,ネン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
ライブ	名詞,一般,*,*,*,*,ライブ,ライブ,ライブ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
公園	名詞,一般,*,*,*,*,公園,コウエン,コーエン,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
録音	名詞,サ変接続,*,*,*,*,録音,ロクオン,ロクオン,s
機	名詞,接尾,助数詞,*,*,*,機,キ,キ,s
にとって	助詞,格助詞,連語,*,*,*,にとって,ニトッテ,ニトッテ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
だめ	名詞,形容動詞語幹,*,*,*,*,だめ,ダメ,ダメ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
音	名詞,一般,*,*,*,*,音,オト,オト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
てか	接続詞,*,*,*,*,*,てか,テカ,テカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
おじさん	名詞,一般,*,*,*,*,おじさん,オジサン,オジサン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
声	名詞,一般,*,*,*,*,声,コエ,コエ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
いっかー	感動詞,*,*,*,*,*,いっかー,イッカー,イッカー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
しゃべら	動詞,自立,*,*,五段・ラ行,未然形,しゃべる,シャベラ,シャベラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
かんじ	名詞,一般,*,*,*,*,かんじ,カンジ,カンジ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
慣れ	動詞,自立,*,*,一段,連用形,慣れる,ナレ,ナレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
寒さ	名詞,一般,*,*,*,*,寒さ,サムサ,サムサ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
昼間	名詞,副詞可能,*,*,*,*,昼間,ヒルマ,ヒルマ,s
あつかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,あつい,アツカッ,アツカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
暑かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,暑い,アツカッ,アツカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
昨日	名詞,副詞可能,*,*,*,*,昨日,キノウ,キノー,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
寒く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,寒い,サムク,サムク,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
昨日	名詞,副詞可能,*,*,*,*,昨日,キノウ,キノー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ムシムシ	副詞,一般,*,*,*,*,ムシムシ,ムシムシ,ムシムシ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
昨日	名詞,副詞可能,*,*,*,*,昨日,キノウ,キノー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
昼	名詞,副詞可能,*,*,*,*,昼,ヒル,ヒル,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
熱く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,熱い,アツク,アツク,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
暑かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,暑い,アツカッ,アツカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
夜	名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
寒かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,寒い,サムカッ,サムカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
EOS
キャリア	名詞,一般,*,*,*,*,キャリア,キャリア,キャリア,i
ガイダンス	名詞,一般,*,*,*,*,ガイダンス,ガイダンス,ガイダンス,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
後	名詞,副詞可能,*,*,*,*,後,アト,アト,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そういえば	接続詞,*,*,*,*,*,そういえば,ソウイエバ,ソウイエバ,i
就活	名詞,サ変接続,*,*,*,*,就活,シュウカツ,シューカツ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
就活	名詞,サ変接続,*,*,*,*,就活,シュウカツ,シューカツ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
スケジュール	名詞,一般,*,*,*,*,スケジュール,スケジュール,スケジュール,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
パンパン	名詞,一般,*,*,*,*,パンパン,パンパン,パンパン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さー	助詞,終助詞,*,*,*,*,さ,サー,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
キャリア	名詞,一般,*,*,*,*,キャリア,キャリア,キャリア,s
ガイダンス	名詞,一般,*,*,*,*,ガイダンス,ガイダンス,ガイダンス,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
思いだし	動詞,自立,*,*,五段・サ行,連用形,思いだす,オモイダシ,オモイダシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そういえば	接続詞,*,*,*,*,*,そういえば,ソウイエバ,ソウイエバ,s
EOS
そういえば	接続詞,*,*,*,*,*,そういえば,ソウイエバ,ソウイエバ,i
昨日	名詞,副詞可能,*,*,*,*,昨日,キノウ,キノー,i
キャリア	名詞,一般,*,*,*,*,キャリア,キャリア,キャリア,i
ガイダンス	名詞,一般,*,*,*,*,ガイダンス,ガイダンス,ガイダンス,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
そういえば	接続詞,*,*,*,*,*,そういえば,ソウイエバ,ソウイエバ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
昨日	名詞,副詞可能,*,*,*,*,昨日,キノウ,キノー,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ど	副詞,助詞類接続・縮約形,*,*,*,*,どう,ド,ド,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
頑張れ	動詞,自立,*,*,五段・ラ行,命令ｅ,頑張る,ガンバレ,ガンバレ,i
頑張れ	動詞,自立,*,*,五段・ラ行,命令ｅ,頑張る,ガンバレ,ガンバレ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
スケジュール	名詞,一般,*,*,*,*,スケジュール,スケジュール,スケジュール,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
パンパン	名詞,一般,*,*,*,*,パンパン,パンパン,パンパン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なり	動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
去年	名詞,副詞可能,*,*,*,*,去年,キョネン,キョネン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
今頃	名詞,副詞可能,*,*,*,*,今頃,イマゴロ,イマゴロ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
はじめ	動詞,自立,*,*,一段,連用形,はじめる,ハジメ,ハジメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
頑張り	動詞,自立,*,*,五段・ラ行,連用形,頑張る,ガンバリ,ガンバリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
