お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はら	動詞,非自立,*,*,五段・ラ行,未然形,はる,ハラ,ハラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
昭和	名詞,固有名詞,一般,*,*,*,昭和,ショウワ,ショーワ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
また	接続詞,*,*,*,*,*,また,マタ,マタ,i
平成	名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,i
なん	動詞,自立,*,*,五段・ラ行撥音便,基本形,なる,ナン,ナン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
天皇陛下	名詞,一般,*,*,*,*,天皇陛下,テンノウヘイカ,テンノーヘイカ,s
亡くなら	動詞,自立,*,*,五段・ラ行,未然形,亡くなる,ナクナラ,ナクナラ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どんどん	副詞,助詞類接続,*,*,*,*,どんどん,ドンドン,ドンドン,i
祝日	名詞,一般,*,*,*,*,祝日,シュクジツ,シュクジツ,i
増え	動詞,自立,*,*,一段,連用形,増える,フエ,フエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
どない	副詞,一般,*,*,*,*,どない,ドナイ,ドナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
元号	名詞,一般,*,*,*,*,元号,ゲンゴウ,ゲンゴー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
誰か	名詞,一般,*,*,*,*,誰か,ダレカ,ダレカ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
慶應大学	名詞,固有名詞,一般,*,*,*,慶應大学,慶應大学,慶應大学,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
明治大学	名詞,固有名詞,一般,*,*,*,明治大学,メイジダイガク,メイジダイガク,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
、	記号,読点,*,*,*,*,、,、,、,i
大正大学	名詞,固有名詞,一般,*,*,*,大正大学,タイショウダイガク,タイショーダイガク,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
、	記号,読点,*,*,*,*,、,、,、,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
明治	名詞,固有名詞,一般,*,*,*,明治,メイジ,メイジ,s
、	記号,読点,*,*,*,*,、,、,、,s
大正	名詞,固有名詞,一般,*,*,*,大正,タイショウ,タイショー,s
、	記号,読点,*,*,*,*,、,、,、,s
慶応	名詞,固有名詞,一般,*,*,*,慶応,ケイオウ,ケイオー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,i
昭和大学	名詞,固有名詞,一般,*,*,*,昭和大学,ショウワダイガク,ショーワダイガク,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,i
平成	名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ,i
なんとか	副詞,一般,*,*,*,*,なんとか,ナントカ,ナントカ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
誰か	名詞,一般,*,*,*,*,誰か,ダレカ,ダレカ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほな	接続詞,*,*,*,*,*,ほな,ホナ,ホナ,s
早稲田	名詞,固有名詞,一般,*,*,*,早稲田,ワセダ,ワセダ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
わかり	動詞,自立,*,*,五段・ラ行,連用形,わかる,ワカリ,ワカリ,i
やす	形容詞,非自立,*,*,形容詞・アウオ段,ガル接続,やすい,ヤス,ヤス,i
過ぎる	動詞,自立,*,*,一段,基本形,過ぎる,スギル,スギル,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
関学	名詞,固有名詞,一般,*,*,*,関学,カンガク,カンガク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,i
マイナー	名詞,形容動詞語幹,*,*,*,*,マイナー,マイナー,マイナー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
先	名詞,一般,*,*,*,*,先,サキ,サキ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
つい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,i
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
慶應	名詞,固有名詞,一般,*,*,*,慶應,慶應,慶應,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
慶應	名詞,固有名詞,一般,*,*,*,慶應,慶應,慶應,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
ものすごい	副詞,一般,*,*,*,*,ものすごい,モノスゴイ,モノスゴイ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
慶應	名詞,固有名詞,一般,*,*,*,慶應,慶應,慶應,s
何	名詞,代名詞,一般,*,*,*,何,ナン,ナン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
合わし	動詞,自立,*,*,五段・サ行,連用形,合わす,アワシ,アワシ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
研究	名詞,サ変接続,*,*,*,*,研究,ケンキュウ,ケンキュー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おもしろい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おもしろい,オモシロイ,オモシロイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,i
予想	名詞,サ変接続,*,*,*,*,予想,ヨソウ,ヨソー,i
当てれる	動詞,自立,*,*,一段・可能,基本形,当てれる,アテレル,アテレル,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
おん	動詞,自立,*,*,五段・ラ行撥音便,基本形,おる,オン,オン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
決めん	動詞,自立,*,*,一段撥音便,基本形,決める,キメン,キメン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
、	記号,読点,*,*,*,*,、,、,、,i
元号	名詞,一般,*,*,*,*,元号,ゲンゴウ,ゲンゴー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
天皇	名詞,一般,*,*,*,*,天皇,テンノウ,テンノー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
決めん	動詞,自立,*,*,一段撥音便,基本形,決める,キメン,キメン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
宮内庁	名詞,固有名詞,一般,*,*,*,宮内庁,クナイチョウ,クナイチョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
もちろん	副詞,一般,*,*,*,*,もちろん,モチロン,モチロン,s
政治家	名詞,一般,*,*,*,*,政治家,セイジカ,セイジカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
皆	名詞,代名詞,一般,*,*,*,皆,ミナ,ミナ,s
、	記号,読点,*,*,*,*,、,、,、,s
総理	名詞,一般,*,*,*,*,総理,ソウリ,ソーリ,s
大臣	名詞,一般,*,*,*,*,大臣,ダイジン,ダイジン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ほら	感動詞,*,*,*,*,*,ほら,ホラ,ホラ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
、	記号,読点,*,*,*,*,、,、,、,s
元号	名詞,一般,*,*,*,*,元号,ゲンゴウ,ゲンゴー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
作る	動詞,自立,*,*,五段・ラ行,基本形,作る,ツクル,ツクル,s
学者	名詞,一般,*,*,*,*,学者,ガクシャ,ガクシャ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,i
専門	名詞,一般,*,*,*,*,専門,センモン,センモン,i
家	名詞,接尾,一般,*,*,*,家,カ,カ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
専門	名詞,一般,*,*,*,*,専門,センモン,センモン,s
家	名詞,接尾,一般,*,*,*,家,カ,カ,s
居る	動詞,自立,*,*,五段・ラ行,基本形,居る,オル,オル,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,s
候補	名詞,一般,*,*,*,*,候補,コウホ,コーホ,s
出し	動詞,自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
はん	動詞,非自立,*,*,五段・ラ行撥音便,基本形,はる,ハン,ハン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
バイト	名詞,一般,*,*,*,*,バイト,バイト,バイト,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
来年	名詞,副詞可能,*,*,*,*,来年,ライネン,ライネン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
書類	名詞,一般,*,*,*,*,書類,ショルイ,ショルイ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
台帳	名詞,一般,*,*,*,*,台帳,ダイチョウ,ダイチョー,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
平成	名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
、	記号,読点,*,*,*,*,、,、,、,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
、	記号,読点,*,*,*,*,、,、,、,i
来年	名詞,副詞可能,*,*,*,*,来年,ライネン,ライネン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
