何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
すっごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すっごい,スッゴイ,スッゴイ,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
うっそ	名詞,一般,*,*,*,*,うっそ,ウッソ,ウッソ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ほな	接続詞,*,*,*,*,*,ほな,ホナ,ホナ,s
行こ	動詞,自立,*,*,五段・カ行促音便,未然ウ接続,行く,イコ,イコ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
まぁ	感動詞,*,*,*,*,*,まぁ,マァ,マー,s
教え	動詞,自立,*,*,一段,連用形,教える,オシエ,オシエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あげ	動詞,非自立,*,*,一段,連用形,あげる,アゲ,アゲ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	フィラー,*,*,*,*,*,あ,ア,ア,s
僕	名詞,代名詞,一般,*,*,*,僕,ボク,ボク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
行こ	動詞,自立,*,*,五段・カ行促音便,未然ウ接続,行く,イコ,イコ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
、	記号,読点,*,*,*,*,、,、,、,s
ほな	接続詞,*,*,*,*,*,ほな,ホナ,ホナ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いく	動詞,自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
旅	名詞,サ変接続,*,*,*,*,旅,タビ,タビ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
醍醐味	名詞,一般,*,*,*,*,醍醐味,ダイゴミ,ダイゴミ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
合わ	動詞,自立,*,*,五段・ワ行促音便,未然形,合う,アワ,アワ,s
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
別れる	動詞,自立,*,*,一段,基本形,別れる,ワカレル,ワカレル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
晩	名詞,副詞可能,*,*,*,*,晩,バン,バン,s
御飯	名詞,一般,*,*,*,*,御飯,ゴハン,ゴハン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
続けん	動詞,非自立,*,*,一段撥音便,基本形,続ける,ツヅケン,ツズケン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
寂しい	形容詞,自立,*,*,形容詞・イ段,基本形,寂しい,サビシイ,サビシイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
出会っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,出会う,デアッ,デアッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
晩	名詞,副詞可能,*,*,*,*,晩,バン,バン,s
御飯	名詞,一般,*,*,*,*,御飯,ゴハン,ゴハン,s
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,s
仲間	名詞,一般,*,*,*,*,仲間,ナカマ,ナカマ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
お互いに	副詞,一般,*,*,*,*,お互いに,オタガイニ,オタガイニ,s
嬉しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,嬉しい,ウレシカッ,ウレシカッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まぁ	感動詞,*,*,*,*,*,まぁ,マァ,マー,s
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
限定	名詞,形容動詞語幹,*,*,*,*,限定,ゲンテイ,ゲンテイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おん	名詞,一般,*,*,*,*,おん,オン,オン,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
外国	名詞,一般,*,*,*,*,外国,ガイコク,ガイコク,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そりゃ	接続詞,*,*,*,*,*,そりゃ,ソリャ,ソリャ,s
、	記号,読点,*,*,*,*,、,、,、,s
電車	名詞,一般,*,*,*,*,電車,デンシャ,デンシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
しゃべっ	動詞,自立,*,*,五段・ラ行,連用タ接続,しゃべる,シャベッ,シャベッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
、	記号,読点,*,*,*,*,、,、,、,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
しゃべっ	動詞,自立,*,*,五段・ラ行,連用タ接続,しゃべる,シャベッ,シャベッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
だけど	接続詞,*,*,*,*,*,だけど,ダケド,ダケド,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
予定	名詞,サ変接続,*,*,*,*,予定,ヨテイ,ヨテイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ご飯	名詞,一般,*,*,*,*,ご飯,ゴハン,ゴハン,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
、	記号,読点,*,*,*,*,、,、,、,s
明日	名詞,副詞可能,*,*,*,*,明日,アシタ,アシタ,s
、	記号,読点,*,*,*,*,、,、,、,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
行け	動詞,自立,*,*,五段・カ行促音便,未然形・母音調和,行く,イカ,イカ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
知り合っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,知り合う,シリアッ,シリアッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
携帯	名詞,サ変接続,*,*,*,*,携帯,ケイタイ,ケイタイ,s
電話	名詞,サ変接続,*,*,*,*,電話,デンワ,デンワ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,一般,*,*,日本,ニッポン,ニッポン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
住所	名詞,一般,*,*,*,*,住所,ジュウショ,ジューショ,s
教え	動詞,自立,*,*,一段,連用形,教える,オシエ,オシエ,s
合っ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,合う,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
撮っ	動詞,自立,*,*,五段・ラ行,連用タ接続,撮る,トッ,トッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,s
おくる	動詞,自立,*,*,五段・ラ行,基本形,おくる,オクル,オクル,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
付き合い	名詞,一般,*,*,*,*,付き合い,ツキアイ,ツキアイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
続い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,続く,ツヅイ,ツズイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
至ら	動詞,自立,*,*,五段・ラ行,未然形,至る,イタラ,イタラ,s
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ヨーロッパ	名詞,固有名詞,地域,一般,*,*,ヨーロッパ,ヨーロッパ,ヨーロッパ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
行き	動詞,自立,*,*,五段・カ行促音便,命令k,行く,イキ,イキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ヨーロッパ	名詞,固有名詞,地域,一般,*,*,ヨーロッパ,ヨーロッパ,ヨーロッパ,s
、	記号,読点,*,*,*,*,、,、,、,s
ヨーロッパ	名詞,固有名詞,地域,一般,*,*,ヨーロッパ,ヨーロッパ,ヨーロッパ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
わー	助詞,終助詞,*,*,*,*,わ,ワア,ワー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
歴史	名詞,一般,*,*,*,*,歴史,レキシ,レキシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,s
国	名詞,一般,*,*,*,*,国,クニ,クニ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
ユーレイルパス	名詞,固有名詞,一般,*,*,*,ユーレイルパス,ユーレイルパス,ユーレイルパス,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
回る	動詞,非自立,*,*,五段・ラ行,基本形,回る,マワル,マワル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
国	名詞,一般,*,*,*,*,国,クニ,クニ,s
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
景色	名詞,一般,*,*,*,*,景色,ケシキ,ケシキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ドイツ	名詞,固有名詞,地域,一般,*,*,ドイツ,ドイツ,ドイツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ドイツ	名詞,固有名詞,地域,一般,*,*,ドイツ,ドイツ,ドイツ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
おいしく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,おいしい,オイシク,オイシク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
唯一	副詞,助詞類接続,*,*,*,*,唯一,ユイイツ,ユイイツ,i
、	記号,読点,*,*,*,*,、,、,、,i
ソーセージ	名詞,一般,*,*,*,*,ソーセージ,ソーセージ,ソーセージ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ソーセージ	名詞,一般,*,*,*,*,ソーセージ,ソーセージ,ソーセージ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
ハム	名詞,一般,*,*,*,*,ハム,ハム,ハム,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
神経	名詞,一般,*,*,*,*,神経,シンケイ,シンケイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
ソーセージ	名詞,一般,*,*,*,*,ソーセージ,ソーセージ,ソーセージ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
美味しい	形容詞,自立,*,*,形容詞・イ段,基本形,美味しい,オイシイ,オイシイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	フィラー,*,*,*,*,*,うん,ウン,ウン,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
おいしく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,おいしい,オイシク,オイシク,s
