お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
、	記号,読点,*,*,*,*,、,、,、,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
味	名詞,一般,*,*,*,*,味,アジ,アジ,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
少し	副詞,助詞類接続,*,*,*,*,少し,スコシ,スコシ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
作る	動詞,自立,*,*,五段・ラ行,基本形,作る,ツクル,ツクル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
作る	動詞,自立,*,*,五段・ラ行,基本形,作る,ツクル,ツクル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
作れる	動詞,自立,*,*,一段,基本形,作れる,ツクレル,ツクレル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
野菜	名詞,一般,*,*,*,*,野菜,ヤサイ,ヤサイ,s
炒め	動詞,自立,*,*,一段,連用形,炒める,イタメ,イタメ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
麺	名詞,一般,*,*,*,*,麺,メン,メン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
少なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,少ない,スクナカッ,スクナカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
中華	名詞,一般,*,*,*,*,中華,チュウカ,チューカ,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
作ろ	動詞,自立,*,*,五段・ラ行,未然ウ接続,作る,ツクロ,ツクロ,i
っか	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,ッカ,ッカ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
王	名詞,一般,*,*,*,*,王,オウ,オー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
王	名詞,一般,*,*,*,*,王,オウ,オー,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
い	動詞,自立,*,*,一段,未然形,いる,イ,イ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
外	名詞,一般,*,*,*,*,外,ソト,ソト,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
なら	動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
食べ	動詞,自立,*,*,一段,未然形,食べる,タベ,タベ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
少な	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,少ない,スクナ,スクナ,s
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
足り	動詞,自立,*,*,一段,未然形,足りる,タリ,タリ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中華	名詞,一般,*,*,*,*,中華,チュウカ,チューカ,s
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
品数	名詞,一般,*,*,*,*,品数,シナカズ,シナカズ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ワンセット	名詞,一般,*,*,*,*,ワンセット,ワンセット,ワンセット,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
大きい	形容詞,自立,*,*,形容詞・イ段,基本形,大きい,オオキイ,オーキイ,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
皿	名詞,一般,*,*,*,*,皿,サラ,サラ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
回る	動詞,自立,*,*,五段・ラ行,基本形,回る,マワル,マワル,i
テーブル	名詞,一般,*,*,*,*,テーブル,テーブル,テーブル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
回る	動詞,自立,*,*,五段・ラ行,基本形,回る,マワル,マワル,s
テーブル	名詞,一般,*,*,*,*,テーブル,テーブル,テーブル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,i
家族	名詞,一般,*,*,*,*,家族,カゾク,カゾク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,i
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
、	記号,読点,*,*,*,*,、,、,、,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
暮らし	動詞,自立,*,*,五段・サ行,連用形,暮らす,クラシ,クラシ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
、	記号,読点,*,*,*,*,、,、,、,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,s
、	記号,読点,*,*,*,*,、,、,、,s
歩き	名詞,一般,*,*,*,*,歩き,アルキ,アルキ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,s
程度	名詞,接尾,一般,*,*,*,程度,テイド,テイド,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
弟	名詞,一般,*,*,*,*,弟,オトウト,オトート,s
、	記号,読点,*,*,*,*,、,、,、,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
うまい	形容詞,自立,*,*,形容詞・アウオ段,基本形,うまい,ウマイ,ウマイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
基本	名詞,一般,*,*,*,*,基本,キホン,キホン,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
