木村	名詞,固有名詞,人名,姓,*,*,木村,キムラ,キムラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなん	接続詞,*,*,*,*,*,ほんなん,ホンナン,ホンナン,s
無理	名詞,一般,*,*,*,*,無理,ムリ,ムリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
決まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,決まる,キマッ,キマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
枚	名詞,接尾,助数詞,*,*,*,枚,マイ,マイ,s
とっても	副詞,一般,*,*,*,*,とっても,トッテモ,トッテモ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
へたくそ	名詞,形容動詞語幹,*,*,*,*,へたくそ,ヘタクソ,ヘタクソ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
へたくそ	名詞,形容動詞語幹,*,*,*,*,へたくそ,ヘタクソ,ヘタクソ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
社長	名詞,一般,*,*,*,*,社長,シャチョウ,シャチョー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
直談判	名詞,サ変接続,*,*,*,*,直談判,ジカダンパン,ジカダンパン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
位置	名詞,サ変接続,*,*,*,*,位置,イチ,イチ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ,s
ましょ	助動詞,*,*,*,特殊・マス,未然ウ接続,ます,マショ,マショ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
後ろ	名詞,一般,*,*,*,*,後ろ,ウシロ,ウシロ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
窓	名詞,一般,*,*,*,*,窓,マド,マド,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
映っ	動詞,自立,*,*,五段・ラ行,連用タ接続,映る,ウツッ,ウツッ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
いくら	副詞,一般,*,*,*,*,いくら,イクラ,イクラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
加工	名詞,サ変接続,*,*,*,*,加工,カコウ,カコー,s
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
窓	名詞,一般,*,*,*,*,窓,マド,マド,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
消せ	動詞,自立,*,*,一段,連用形,消せる,ケセ,ケセ,s
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
暗い	形容詞,自立,*,*,形容詞・アウオ段,基本形,暗い,クライ,クライ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
映し	動詞,自立,*,*,五段・サ行,連用形,映す,ウツシ,ウツシ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
こいつ	名詞,一般,*,*,*,*,こいつ,コイツ,コイツ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
位置	名詞,サ変接続,*,*,*,*,位置,イチ,イチ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ,s
ましょ	助動詞,*,*,*,特殊・マス,未然ウ接続,ます,マショ,マショ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
必ず	副詞,助詞類接続,*,*,*,*,必ず,カナラズ,カナラズ,s
取る	動詞,自立,*,*,五段・ラ行,基本形,取る,トル,トル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
距離	名詞,一般,*,*,*,*,距離,キョリ,キョリ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
したら	接続詞,*,*,*,*,*,したら,シタラ,シタラ,s
撮れる	動詞,自立,*,*,一段,基本形,撮れる,トレル,トレル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ください	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
かかわら	動詞,自立,*,*,五段・ラ行,未然形,かかわる,カカワラ,カカワラ,s
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ,s
へたくそ	名詞,形容動詞語幹,*,*,*,*,へたくそ,ヘタクソ,ヘタクソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
女	名詞,一般,*,*,*,*,女,オンナ,オンナ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
男	名詞,一般,*,*,*,*,男,オトコ,オトコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
撮っ	動詞,自立,*,*,五段・ラ行,連用タ接続,撮る,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
長く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,長い,ナガク,ナガク,s
見える	動詞,自立,*,*,一段,基本形,見える,ミエル,ミエル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
下	名詞,接尾,一般,*,*,*,下,カ,カ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
とる	動詞,自立,*,*,五段・ラ行,基本形,とる,トル,トル,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	副詞,一般,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
重	名詞,接尾,助数詞,*,*,*,重,ジュウ,ジュー,i
顎	名詞,一般,*,*,*,*,顎,アゴ,アゴ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なん	動詞,自立,*,*,五段・ラ行撥音便,基本形,なる,ナン,ナン,i
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
重	名詞,接尾,助数詞,*,*,*,重,ジュウ,ジュー,s
顎	名詞,一般,*,*,*,*,顎,アゴ,アゴ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
とにかく	副詞,一般,*,*,*,*,とにかく,トニカク,トニカク,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
全身	名詞,一般,*,*,*,*,全身,ゼンシン,ゼンシン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
アップ	名詞,サ変接続,*,*,*,*,アップ,アップ,アップ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
プロフィール	名詞,一般,*,*,*,*,プロフィール,プロフィール,プロフィール,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
アップ	名詞,サ変接続,*,*,*,*,アップ,アップ,アップ,s
し	動詞,自立,*,*,サ変・スル,未然形,する,シ,シ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そしたら	接続詞,*,*,*,*,*,そしたら,ソシタラ,ソシタラ,s
全身	名詞,一般,*,*,*,*,全身,ゼンシン,ゼンシン,s
足	名詞,接尾,助数詞,*,*,*,足,ソク,ソク,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
短く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,短い,ミジカク,ミジカク,s
見えん	動詞,自立,*,*,一段撥音便,基本形,見える,ミエン,ミエン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
太っ	動詞,自立,*,*,五段・ラ行,連用タ接続,太る,フトッ,フトッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
余計	名詞,形容動詞語幹,*,*,*,*,余計,ヨケイ,ヨケイ,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんと	名詞,形容動詞語幹,*,*,*,*,ほんと,ホント,ホント,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
スーツ	名詞,一般,*,*,*,*,スーツ,スーツ,スーツ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
撮る	動詞,自立,*,*,五段・ラ行,基本形,撮る,トル,トル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
かっこよく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,かっこよい,カッコヨク,カッコヨク,s
見える	動詞,自立,*,*,一段,基本形,見える,ミエル,ミエル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
けど	接続詞,*,*,*,*,*,けど,ケド,ケド,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いや	名詞,形容動詞語幹,*,*,*,*,いや,イヤ,イヤ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
会員	名詞,一般,*,*,*,*,会員,カイイン,カイイン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
本人	名詞,一般,*,*,*,*,本人,ホンニン,ホンニン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
本来	副詞,一般,*,*,*,*,本来,ホンライ,ホンライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
っ	助詞,格助詞・縮約形,連語,*,*,*,って,ッ,ッ,s
つっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ツッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
服	名詞,一般,*,*,*,*,服,フク,フク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
載せ	動詞,自立,*,*,一段,連用形,載せる,ノセ,ノセ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
すん	動詞,自立,*,*,サ変・スル撥音便,基本形,する,スン,スン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
服	名詞,一般,*,*,*,*,服,フク,フク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
よれよれ	名詞,形容動詞語幹,*,*,*,*,よれよれ,ヨレヨレ,ヨレヨレ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
Ｔシャツ	名詞,一般,*,*,*,*,Ｔシャツ,ティーシャツ,ティーシャツ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,副詞可能,*,*,*,*,あと,アト,アト,s
何分	副詞,一般,*,*,*,*,何分,ナニブン,ナニブン,s
しゃべら	動詞,自立,*,*,五段・ラ行,未然形,しゃべる,シャベラ,シャベラ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
のん	助詞,終助詞,*,*,*,*,のん,ノン,ノン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
四	名詞,数,*,*,*,*,四,ヨン,ヨン,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
あと	名詞,一般,*,*,*,*,あと,アト,アト,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ふーん	感動詞,*,*,*,*,*,ふーん,フーン,フーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
、	記号,読点,*,*,*,*,、,、,、,i
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
