名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
したら	接続詞,*,*,*,*,*,したら,シタラ,シタラ,s
ウイーン	名詞,固有名詞,地域,一般,*,*,ウイーン,ウイーン,ウイーン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ぶぅんって	副詞,一般,*,*,*,*,ぶぅんって,ブゥンッテ,ブゥンッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
ボート	名詞,一般,*,*,*,*,ボート,ボート,ボート,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ひっくり返っ	動詞,自立,*,*,五段・ラ行,連用タ接続,ひっくり返る,ヒックリカエッ,ヒックリカエッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
スタン	名詞,固有名詞,人名,名,*,*,スタン,スタン,スタン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ウイー	感動詞,*,*,*,*,*,ウイー,ウイー,ウイー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
もう	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,しまう,モウ,モー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ボート	名詞,一般,*,*,*,*,ボート,ボート,ボート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ボート	名詞,一般,*,*,*,*,ボート,ボート,ボート,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
ふーん	感動詞,*,*,*,*,*,ふーん,フーン,フーン,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
戻っ	動詞,自立,*,*,五段・ラ行,連用タ接続,戻る,モドッ,モドッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
ざばん	副詞,一般,*,*,*,*,ざばん,ザバン,ザバン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ライフ	名詞,一般,*,*,*,*,ライフ,ライフ,ライフ,s
ジャケット	名詞,一般,*,*,*,*,ジャケット,ジャケット,ジャケット,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ボート	名詞,一般,*,*,*,*,ボート,ボート,ボート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ガンガン	副詞,一般,*,*,*,*,ガンガン,ガンガン,ガンガン,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ,s
上がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,上がる,アガッ,アガッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
EOS
ボート	名詞,一般,*,*,*,*,ボート,ボート,ボート,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
電動	名詞,一般,*,*,*,*,電動,デンドウ,デンドー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ヨット	名詞,一般,*,*,*,*,ヨット,ヨット,ヨット,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ヨット	名詞,一般,*,*,*,*,ヨット,ヨット,ヨット,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なくっ	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナクッ,ナクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
モーター	名詞,一般,*,*,*,*,モーター,モーター,モーター,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
回っ	動詞,自立,*,*,五段・ラ行,連用タ接続,回る,マワッ,マワッ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ねん	名詞,非自立,一般,*,*,*,ねん,ネン,ネン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
モーター	名詞,一般,*,*,*,*,モーター,モーター,モーター,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
モーター	名詞,一般,*,*,*,*,モーター,モーター,モーター,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ひも	名詞,一般,*,*,*,*,ひも,ヒモ,ヒモ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
結ん	動詞,自立,*,*,五段・バ行,連用タ接続,結ぶ,ムスン,ムスン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ひも	名詞,一般,*,*,*,*,ひも,ヒモ,ヒモ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ぶおおん	感動詞,*,*,*,*,*,ぶおおん,ブオオン,ブオオン,s
絡まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,絡まる,カラマッ,カラマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
とめ	動詞,自立,*,*,一段,未然形,とめる,トメ,トメ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
モーター	名詞,一般,*,*,*,*,モーター,モーター,モーター,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
止め	動詞,自立,*,*,一段,未然形,止める,トメ,トメ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
限り	名詞,非自立,副詞可能,*,*,*,限り,カギリ,カギリ,s
ボート	名詞,一般,*,*,*,*,ボート,ボート,ボート,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
走り回っ	動詞,自立,*,*,五段・ラ行,連用タ接続,走り回る,ハシリマワッ,ハシリマワッ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
ばり	名詞,サ変接続,*,*,*,*,ばり,バリ,バリ,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
危ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,危ない,アブナイ,アブナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
鉄	名詞,一般,*,*,*,*,鉄,テツ,テツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ボート	名詞,一般,*,*,*,*,ボート,ボート,ボート,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
危ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,危ない,アブナイ,アブナイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
、	記号,読点,*,*,*,*,、,、,、,s
はー	感動詞,*,*,*,*,*,はー,ハア,ハー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
遠く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,遠い,トオク,トーク,s
彼方	名詞,一般,*,*,*,*,彼方,カナタ,カナタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
とめろ	動詞,自立,*,*,一段,命令ｒｏ,とめる,トメロ,トメロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
、	記号,読点,*,*,*,*,、,、,、,s
とめろ	動詞,自立,*,*,一段,命令ｒｏ,とめる,トメロ,トメロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
とめ	動詞,自立,*,*,一段,連用形,とめる,トメ,トメ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
緊急	名詞,形容動詞語幹,*,*,*,*,緊急,キンキュウ,キンキュー,s
停止	名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ,s
ボタン	名詞,一般,*,*,*,*,ボタン,ボタン,ボタン,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
緊急	名詞,形容動詞語幹,*,*,*,*,緊急,キンキュウ,キンキュー,s
停止	名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ,s
ボタン	名詞,一般,*,*,*,*,ボタン,ボタン,ボタン,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
たどり着か	動詞,自立,*,*,五段・カ行イ音便,未然形,たどり着く,タドリツカ,タドリツカ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
動い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,動く,ウゴイ,ウゴイ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
スタン	名詞,固有名詞,人名,名,*,*,スタン,スタン,スタン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
もっ	動詞,自立,*,*,五段・ラ行,連用タ接続,もる,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ビート	名詞,一般,*,*,*,*,ビート,ビート,ビート,s
版	名詞,接尾,助数詞,*,*,*,版,ハン,ハン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
紐	名詞,一般,*,*,*,*,紐,ヒモ,ヒモ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
絡み	動詞,自立,*,*,五段・マ行,連用形,絡む,カラミ,カラミ,s
絡まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,絡まる,カラマッ,カラマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
止まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,止まる,トマッ,トマッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
遂に	副詞,一般,*,*,*,*,遂に,ツイニ,ツイニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
近寄っ	動詞,自立,*,*,五段・ラ行,連用タ接続,近寄る,チカヨッ,チカヨッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
とりあえず	副詞,助詞類接続,*,*,*,*,とりあえず,トリアエズ,トリアエズ,s
近寄っ	動詞,自立,*,*,五段・ラ行,連用タ接続,近寄る,チカヨッ,チカヨッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
緊急	名詞,形容動詞語幹,*,*,*,*,緊急,キンキュウ,キンキュー,s
停止	名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ,s
ボタン	名詞,一般,*,*,*,*,ボタン,ボタン,ボタン,s
押し	動詞,自立,*,*,五段・サ行,連用形,押す,オシ,オシ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
紐	名詞,一般,*,*,*,*,紐,ヒモ,ヒモ,s
解か	動詞,自立,*,*,五段・カ行イ音便,未然形,解く,ホドカ,ホドカ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
ほど	名詞,非自立,一般,*,*,*,ほど,ホド,ホド,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
緊急	名詞,形容動詞語幹,*,*,*,*,緊急,キンキュウ,キンキュー,s
停止	名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ,s
ボタン	名詞,一般,*,*,*,*,ボタン,ボタン,ボタン,s
押し	動詞,自立,*,*,五段・サ行,連用形,押す,オシ,オシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
止まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,止まる,トマッ,トマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
ほどい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,ほどく,ホドイ,ホドイ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ゴオー	感動詞,*,*,*,*,*,ゴオー,ゴオー,ゴオー,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
とりあえず	副詞,助詞類接続,*,*,*,*,とりあえず,トリアエズ,トリアエズ,s
スタン	名詞,固有名詞,人名,名,*,*,スタン,スタン,スタン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さおり	名詞,固有名詞,人名,名,*,*,さおり,サオリ,サオリ,s
、	記号,読点,*,*,*,*,、,、,、,s
さおり	名詞,固有名詞,人名,名,*,*,さおり,サオリ,サオリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
呼ぶ	動詞,自立,*,*,五段・バ行,基本形,呼ぶ,ヨブ,ヨブ,s
ねん	名詞,非自立,一般,*,*,*,ねん,ネン,ネン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
遠く	名詞,副詞可能,*,*,*,*,遠く,トオク,トーク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
おん	動詞,自立,*,*,五段・ラ行撥音便,基本形,おる,オン,オン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
とりあえず	副詞,助詞類接続,*,*,*,*,とりあえず,トリアエズ,トリアエズ,s
頑張っ	動詞,自立,*,*,五段・ラ行,連用タ接続,頑張る,ガンバッ,ガンバッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
泳い	動詞,自立,*,*,五段・ガ行,連用タ接続,泳ぐ,オヨイ,オヨイ,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
バタ	名詞,一般,*,*,*,*,バタ,バタ,バタ,s
足	名詞,接尾,助数詞,*,*,*,足,ソク,ソク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
ライフ	名詞,一般,*,*,*,*,ライフ,ライフ,ライフ,s
ジャケット	名詞,一般,*,*,*,*,ジャケット,ジャケット,ジャケット,s
着	動詞,自立,*,*,一段,連用形,着る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
泳ぎ	名詞,一般,*,*,*,*,泳ぎ,オヨギ,オヨギ,s
、	記号,読点,*,*,*,*,、,、,、,s
泳い	動詞,自立,*,*,五段・ガ行,連用タ接続,泳ぐ,オヨイ,オヨイ,s
にくい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,にくい,ニクイ,ニクイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
紐	名詞,一般,*,*,*,*,紐,ヒモ,ヒモ,s
外し	動詞,自立,*,*,五段・サ行,連用形,外す,ハズシ,ハズシ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
その間	名詞,副詞可能,*,*,*,*,その間,ソノカン,ソノカン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
遠く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,遠い,トオク,トーク,s
彼方	名詞,一般,*,*,*,*,彼方,カナタ,カナタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もどっ	動詞,自立,*,*,五段・ラ行,連用タ接続,もどる,モドッ,モドッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
モーター	名詞,一般,*,*,*,*,モーター,モーター,モーター,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
壊れ	動詞,自立,*,*,一段,連用形,壊れる,コワレ,コワレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
動か	動詞,自立,*,*,五段・カ行イ音便,未然形,動く,ウゴカ,ウゴカ,s
んく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ん,ンク,ンク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ペダル	名詞,一般,*,*,*,*,ペダル,ペダル,ペダル,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
パドル	名詞,一般,*,*,*,*,パドル,パドル,パドル,s
、	記号,読点,*,*,*,*,、,、,、,s
パドル	名詞,一般,*,*,*,*,パドル,パドル,パドル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ペダル	名詞,一般,*,*,*,*,ペダル,ペダル,ペダル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ペダル	名詞,一般,*,*,*,*,ペダル,ペダル,ペダル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
