では	接続詞,*,*,*,*,*,では,デハ,デワ,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
逃げ	動詞,自立,*,*,一段,連用形,逃げる,ニゲ,ニゲ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まっ	接頭詞,名詞接続,*,*,*,*,まっ,マッ,マッ,s
、	記号,読点,*,*,*,*,、,、,、,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
大した	連体詞,*,*,*,*,*,大した,タイシタ,タイシタ,s
怪我	名詞,サ変接続,*,*,*,*,怪我,ケガ,ケガ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあまあ	副詞,一般,*,*,*,*,まあまあ,マアマア,マーマー,i
、	記号,読点,*,*,*,*,、,、,、,i
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
親	名詞,一般,*,*,*,*,親,オヤ,オヤ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
病院	名詞,一般,*,*,*,*,病院,ビョウイン,ビョーイン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
連れ	動詞,自立,*,*,一段,連用形,連れる,ツレ,ツレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続・縮約形,いく,ッ,ッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
、	記号,読点,*,*,*,*,、,、,、,s
怪我	名詞,サ変接続,*,*,*,*,怪我,ケガ,ケガ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
親指	名詞,一般,*,*,*,*,親指,オヤユビ,オヤユビ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
深く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,深い,フカク,フカク,s
切っ	動詞,自立,*,*,五段・ラ行,連用タ接続,切る,キッ,キッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
縫っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,縫う,ヌッ,ヌッ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ううん	感動詞,*,*,*,*,*,ううん,ウウン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
治っ	動詞,自立,*,*,五段・ラ行,連用タ接続,治る,ナオッ,ナオッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
遊び	名詞,一般,*,*,*,*,遊び,アソビ,アソビ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えーっ	感動詞,*,*,*,*,*,えーっ,エーッ,エーッ,s
、	記号,読点,*,*,*,*,、,、,、,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
遊び	名詞,一般,*,*,*,*,遊び,アソビ,アソビ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あっ	感動詞,*,*,*,*,*,あっ,アッ,アッ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
ブランコ	名詞,一般,*,*,*,*,ブランコ,ブランコ,ブランコ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ブランコ	名詞,一般,*,*,*,*,ブランコ,ブランコ,ブランコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
股	名詞,一般,*,*,*,*,股,マタ,マタ,s
くぐり	動詞,自立,*,*,五段・ラ行,連用形,くぐる,クグリ,クグリ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
座っ	動詞,自立,*,*,五段・ラ行,連用タ接続,座る,スワッ,スワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ブランコ	名詞,一般,*,*,*,*,ブランコ,ブランコ,ブランコ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
掴む	動詞,自立,*,*,五段・マ行,基本形,掴む,ツカム,ツカム,s
所	名詞,非自立,副詞可能,*,*,*,所,トコロ,トコロ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ビューンって	副詞,一般,*,*,*,*,ビューンって,ビューンッテ,ビューンッテ,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
上げ	動詞,自立,*,*,一段,連用形,上げる,アゲ,アゲ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
走り抜ける	動詞,自立,*,*,一段,基本形,走り抜ける,ハシリヌケル,ハシリヌケル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
遊び	名詞,一般,*,*,*,*,遊び,アソビ,アソビ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,s
連続	名詞,サ変接続,*,*,*,*,連続,レンゾク,レンゾク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
出来る	動詞,自立,*,*,一段,基本形,出来る,デキル,デキル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
周	名詞,接尾,助数詞,*,*,*,周,シュウ,シュー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
はまっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はまる,ハマッ,ハマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
一輪車	名詞,一般,*,*,*,*,一輪車,イチリンシャ,イチリンシャ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一輪車	名詞,一般,*,*,*,*,一輪車,イチリンシャ,イチリンシャ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
はまっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はまる,ハマッ,ハマッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一輪車	名詞,一般,*,*,*,*,一輪車,イチリンシャ,イチリンシャ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
テクニック	名詞,一般,*,*,*,*,テクニック,テクニック,テクニック,s
極め	動詞,自立,*,*,一段,連用形,極める,キワメ,キワメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,i
はまっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はまる,ハマッ,ハマッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
一輪車	名詞,一般,*,*,*,*,一輪車,イチリンシャ,イチリンシャ,i
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一輪車	名詞,一般,*,*,*,*,一輪車,イチリンシャ,イチリンシャ,s
漕い	動詞,自立,*,*,五段・ガ行,連用タ接続,漕ぐ,コイ,コイ,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
小	接頭詞,名詞接続,*,*,*,*,小,ショウ,ショー,s
、	記号,読点,*,*,*,*,、,、,、,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
低	接頭詞,名詞接続,*,*,*,*,低,テイ,テイ,s
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ちゃう	感動詞,*,*,*,*,*,ちゃう,チャウ,チャウ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
低	接頭詞,名詞接続,*,*,*,*,低,テイ,テイ,i
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,i
高学年	名詞,一般,*,*,*,*,高学年,コウガクネン,コーガクネン,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まじ	感動詞,*,*,*,*,*,まじ,マジ,マジ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
逃走	名詞,サ変接続,*,*,*,*,逃走,トウソウ,トーソー,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
逃走	名詞,サ変接続,*,*,*,*,逃走,トウソウ,トーソー,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
めちゃめちゃ	副詞,一般,*,*,*,*,めちゃめちゃ,メチャメチャ,メチャメチャ,s
鬼ごっこ	名詞,一般,*,*,*,*,鬼ごっこ,オニゴッコ,オニゴッコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
プロ	名詞,一般,*,*,*,*,プロ,プロ,プロ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
捕まえる	動詞,自立,*,*,一段,基本形,捕まえる,ツカマエル,ツカマエル,i
側	名詞,非自立,一般,*,*,*,側,ガワ,ガワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
捕まえ	動詞,自立,*,*,一段,未然形,捕まえる,ツカマエ,ツカマエ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
側	名詞,非自立,一般,*,*,*,側,ガワ,ガワ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
近く	名詞,副詞可能,*,*,*,*,近く,チカク,チカク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もらっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
避ける	動詞,自立,*,*,一段,基本形,避ける,サケル,サケル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
シュンッ	感動詞,*,*,*,*,*,シュンッ,シュンッ,シュンッ,s
、	記号,読点,*,*,*,*,、,、,、,s
シュンッ	感動詞,*,*,*,*,*,シュンッ,シュンッ,シュンッ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
避ける	動詞,自立,*,*,一段,基本形,避ける,サケル,サケル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
気	名詞,非自立,一般,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
運動	名詞,サ変接続,*,*,*,*,運動,ウンドウ,ウンドー,i
神経	名詞,一般,*,*,*,*,神経,シンケイ,シンケイ,i
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えっ	感動詞,*,*,*,*,*,えっ,エッ,エッ,i
、	記号,読点,*,*,*,*,、,、,、,i
卓球	名詞,サ変接続,*,*,*,*,卓球,タッキュウ,タッキュー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
戻る	動詞,自立,*,*,五段・ラ行,基本形,戻る,モドル,モドル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
卓球	名詞,サ変接続,*,*,*,*,卓球,タッキュウ,タッキュー,i
そんな	名詞,形容動詞語幹,*,*,*,*,そんな,ソンナ,ソンナ,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
キャプテン	名詞,一般,*,*,*,*,キャプテン,キャプテン,キャプテン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
