あつこわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あつかう,アツコワ,アツコワ
通り掛わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,通り掛る,トオリカコワ,トーリカコワ
しゃくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しゃくる,シャクワ,シャクワ
みくびわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みくびる,ミクビワ,ミクビワ
揚がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,揚がる,アゴワ,アゴワ
ちまわ	動詞,非自立,*,*,五段・ワ行ウ音便,未然形,ちまう,チモワ,チモワ
ねころがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ねころがる,ネコロゴワ,ネコロゴワ
やどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,やどる,ヤドワ,ヤドワ
謝わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,謝る,アヤモワ,アヤモワ
きょうがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,きょうがる,キョウゴワ,キョーゴワ
つねわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つねる,ツネワ,ツネワ
当てはまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,当てはまる,アテハモワ,アテハモワ
引き攣わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,引き攣る,ヒキツワ,ヒキツワ
祈わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,祈る,イノワ,イノワ
唱わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,唱う,ウトワ,ウトワ
つのだわ	動詞,自立,*,*,五段・タ行,未然形,つのだつ,ツノドワ,ツノドワ
ひらきなおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひらきなおる,ヒラキナオワ,ヒラキナオワ
絶入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,絶入る,タエイワ,タエイワ
腹立わ	動詞,自立,*,*,五段・タ行,未然形,腹立つ,ハラドワ,ハラドワ
はだかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はだかる,ハダコワ,ハダコワ
すりよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すりよる,スリヨワ,スリヨワ
のりきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,のりきる,ノリキワ,ノリキワ
伝わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,伝う,ツトワ,ツトワ
いきづまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いきづまる,イキヅモワ,イキズモワ
緩まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,緩まる,ユルモワ,ユルモワ
粘わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,粘る,ネボワ,ネボワ
まじなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,まじなう,マジノワ,マジノワ
行合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,行合う,イキオワ,イキオワ
行合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,行合う,ユキオワ,ユキオワ
治まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,治まる,オサモワ,オサモワ
括わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,括る,ククワ,ククワ
しめくくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しめくくる,シメククワ,シメククワ
戦わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,戦う,タタコワ,タタコワ
飛違わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,飛違う,トビチゴワ,トビチゴワ
いたみいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いたみいる,イタミイワ,イタミイワ
解き放わ	動詞,自立,*,*,五段・タ行,未然形,解き放つ,トキハノワ,トキハノワ
おこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おこる,オコワ,オコワ
ひきはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ひきはらう,ヒキハロワ,ヒキハロワ
荒だわ	動詞,自立,*,*,五段・タ行,未然形,荒だつ,アラドワ,アラドワ
おわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おう,オワ,オワ
入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入る,ハイワ,ハイワ
入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入る,イワ,イワ
ゆだわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ゆだる,ユドワ,ユドワ
つまぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つまぐる,ツマグワ,ツマグワ
寝入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,寝入る,ネイワ,ネイワ
茂わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,茂る,シゲワ,シゲワ
いじくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いじくる,イジクワ,イジクワ
咲きほこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,咲きほこる,サキホコワ,サキホコワ
買わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,買う,コワ,コワ
こみあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,こみあう,コミオワ,コミオワ
ひきしまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひきしまる,ヒキシモワ,ヒキシモワ
ひきたわ	動詞,自立,*,*,五段・タ行,未然形,ひきたつ,ヒキトワ,ヒキトワ
はらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,はらう,ハロワ,ハロワ
おきかわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おきかわる,オキカヲワ,オキカヲワ
きそくだわ	動詞,自立,*,*,五段・タ行,未然形,きそくだつ,キソクドワ,キソクドワ
締めくくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,締めくくる,シメククワ,シメククワ
なわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,なう,ノワ,ノワ
行きあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,行きあう,イキオワ,イキオワ
行きあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,行きあう,ユキオワ,ユキオワ
おしいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おしいる,オシイワ,オシイワ
年取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,年取る,トシトワ,トシトワ
おどろきいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おどろきいる,オドロキイワ,オドロキイワ
はらばわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,はらばう,ハラボワ,ハラボワ
たちまよわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,たちまよう,タチマヨワ,タチマヨワ
もえたわ	動詞,自立,*,*,五段・タ行,未然形,もえたつ,モエトワ,モエトワ
上擦わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,上擦る,ウワズワ,ウワズワ
思いわずらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,思いわずらう,オモイワズロワ,オモイワズロワ
おしせまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おしせまる,オシセモワ,オシセモワ
終わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,終わる,オヲワ,オヲワ
睨みあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,睨みあう,ニラミオワ,ニラミオワ
降り立わ	動詞,自立,*,*,五段・タ行,未然形,降り立つ,オリトワ,オリトワ
攻め寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,攻め寄る,セメヨワ,セメヨワ
にぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,にぎる,ニギワ,ニギワ
おしまくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おしまくる,オシマクワ,オシマクワ
分け合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,分け合う,ワケオワ,ワケオワ
従わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,従う,シタゴワ,シタゴワ
固まり合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,固まり合う,カタマリオワ,カタマリオワ
奮わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,奮う,フルワ,フルワ
ならびたわ	動詞,自立,*,*,五段・タ行,未然形,ならびたつ,ナラビトワ,ナラビトワ
うちかわ	動詞,自立,*,*,五段・タ行,未然形,うちかつ,ウチコワ,ウチコワ
いいはわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いいはる,イイホワ,イーホワ
打切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,打切る,ウチキワ,ウチキワ
あじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あじる,アジワ,アジワ
あやまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あやまる,アヤモワ,アヤモワ
つけ加わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つけ加わる,ツケクワヲワ,ツケクワヲワ
染め上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,染め上がる,ソメアゴワ,ソメアゴワ
漏わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,漏る,モワ,モワ
持ち上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,持ち上がる,モチアゴワ,モチアゴワ
回わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,回る,マヲワ,マヲワ
息詰わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,息詰る,イキヅモワ,イキズモワ
滑わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,滑る,スベワ,スベワ
てこずわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,てこずる,テコズワ,テコズワ
あいかわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あいかわる,アイカヲワ,アイカヲワ
打破わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,打破る,ウチヤブワ,ウチヤブワ
こと足わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こと足る,コトトワ,コトトワ
埋かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,埋かる,イコワ,イコワ
行渡わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行渡る,イキワトワ,イキワトワ
行渡わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,行渡る,ユキワトワ,ユキワトワ
困わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,困る,コモワ,コモワ
ききそこなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ききそこなう,キキソコノワ,キキソコノワ
えばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,えばる,エボワ,エボワ
あせわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あせる,アセワ,アセワ
切立わ	動詞,自立,*,*,五段・タ行,未然形,切立つ,キリトワ,キリトワ
ていさいぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ていさいぶる,テイサイブワ,テイサイブワ
ふれまわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ふれまわる,フレマヲワ,フレマヲワ
護わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,護る,マモワ,マモワ
打ち破わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,打ち破る,ウチヤブワ,ウチヤブワ
低まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,低まる,ヒクモワ,ヒクモワ
おもいきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おもいきる,オモイキワ,オモイキワ
わきおこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,わきおこる,ワキオコワ,ワキオコワ
そうろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,そうろう,ソウロワ,ソーロワ
語わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,語る,カトワ,カトワ
詰寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,詰寄る,ツメヨワ,ツメヨワ
やりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,やりあう,ヤリオワ,ヤリオワ
洗わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,洗う,アロワ,アロワ
降り懸かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,降り懸かる,フリカコワ,フリカコワ
訪わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,訪う,オトノワ,オトノワ
訪わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,訪う,トワ,トワ
辿わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,辿る,タドワ,タドワ
闘わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,闘う,タタコワ,タタコワ
つまだわ	動詞,自立,*,*,五段・タ行,未然形,つまだつ,ツマドワ,ツマドワ
綴わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,綴る,ツヅワ,ツズワ
踊わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,踊る,オドワ,オドワ
摩わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,摩る,スワ,スワ
摩わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,摩る,サスワ,サスワ
強まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,強まる,ツヨモワ,ツヨモワ
あわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ある,オワ,オワ
助かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,助かる,タスコワ,タスコワ
飛びかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,飛びかかる,トビカコワ,トビカコワ
恋い慕わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,恋い慕う,コイシトワ,コイシトワ
すがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すがる,スゴワ,スゴワ
主立わ	動詞,自立,*,*,五段・タ行,未然形,主立つ,オモドワ,オモドワ
しはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,しはらう,シハロワ,シハロワ
へわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,へる,ヘワ,ヘワ
見舞わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,見舞う,ミモワ,ミモワ
飛立わ	動詞,自立,*,*,五段・タ行,未然形,飛立つ,トビトワ,トビトワ
撃ち破わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,撃ち破る,ウチヤブワ,ウチヤブワ
にじりよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,にじりよる,ニジリヨワ,ニジリヨワ
こんぐらかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こんぐらかる,コングラコワ,コングラコワ
経巡わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,経巡る,ヘメグワ,ヘメグワ
食いしばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,食いしばる,クイシボワ,クイシボワ
みあたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みあたる,ミアトワ,ミアトワ
いがみ合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いがみ合う,イガミオワ,イガミオワ
あけはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あけはらう,アケハロワ,アケハロワ
唸わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,唸る,ウノワ,ウノワ
むきあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,むきあう,ムキオワ,ムキオワ
うすまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うすまる,ウスモワ,ウスモワ
炙わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,炙る,アブワ,アブワ
縮まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,縮まる,チヂモワ,チジモワ
さきそろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,さきそろう,サキソロワ,サキソロワ
スわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,スる,スワ,スワ
言寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言寄る,イイヨワ,イーヨワ
つかさどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つかさどる,ツカサドワ,ツカサドワ
梳わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,梳る,ケズワ,ケズワ
梳わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,梳る,クシケズワ,クシケズワ
もぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,もぎる,モギワ,モギワ
充てがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,充てがう,アテゴワ,アテゴワ
うかがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うかがう,ウカゴワ,ウカゴワ
掴み合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,掴み合う,ツカミオワ,ツカミオワ
ほじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ほじる,ホジワ,ホジワ
おおわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おおう,オオワ,オオワ
取り掛かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取り掛かる,トリカコワ,トリカコワ
阿わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,阿る,オモネワ,オモネワ
繋わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,繋る,カコワ,カコワ
たわ	動詞,自立,*,*,五段・タ行,未然形,たつ,トワ,トワ
調わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,調う,トトノワ,トトノワ
換わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,換わる,カヲワ,カヲワ
かんばしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かんばしる,カンバシワ,カンバシワ
およわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,およる,オヨワ,オヨワ
おさまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おさまる,オサモワ,オサモワ
削り取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,削り取る,ケズリトワ,ケズリトワ
入れ替わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入れ替わる,イレカヲワ,イレカヲワ
降りしきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,降りしきる,フリシキワ,フリシキワ
読ふけわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,読ふける,ヨミフケワ,ヨミフケワ
まがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,まがう,マゴワ,マゴワ
付き纏わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,付き纏う,ツキマトワ,ツキマトワ
おもいまどわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おもいまどう,オモイマドワ,オモイマドワ
突っ掛わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,突っ掛る,ツウカコワ,ツウカコワ
真面目くさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,真面目くさる,マジメクシヨワ,マジメクシヨワ
はかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はかる,ハコワ,ハコワ
におわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,におう,ニオワ,ニオワ
おしやわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おしやる,オシヤワ,オシヤワ
憤わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,憤る,イキドオワ,イキドーワ
しばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しばる,シボワ,シボワ
きよまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,きよまる,キヨモワ,キヨモワ
たちさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たちさる,タチシヨワ,タチシヨワ
取合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,取合う,トリオワ,トリオワ
じゃわ	動詞,非自立,*,*,五段・ワ行ウ音便,未然形,じゃう,ジャワ,ジャワ
いきかわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いきかう,イキコワ,イキコワ
付き随わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,付き随う,ツキシタゴワ,ツキシタゴワ
おもだわ	動詞,自立,*,*,五段・タ行,未然形,おもだつ,オモドワ,オモドワ
量わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,量る,ハコワ,ハコワ
いたわりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いたわりあう,イタワリオワ,イタワリオワ
触合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,触合う,フリオワ,フリオワ
そしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,そしる,ソシワ,ソシワ
よろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,よろう,ヨロワ,ヨロワ
抜あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,抜あがる,ヌケアゴワ,ヌケアゴワ
漂わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,漂う,タダヨワ,タダヨワ
ふん縛わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ふん縛る,フンジボワ,フンジボワ
おそなわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おそなわる,オソナヲワ,オソナヲワ
おちいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おちいる,オチイワ,オチイワ
歩みよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,歩みよる,アユミヨワ,アユミヨワ
沸おこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,沸おこる,ワキオコワ,ワキオコワ
はからわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,はからう,ハカロワ,ハカロワ
集わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,集う,ツドワ,ツドワ
なげうわ	動詞,自立,*,*,五段・タ行,未然形,なげうつ,ナゲウワ,ナゲウワ
かいあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かいあがる,カイアゴワ,カイアゴワ
澄み切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,澄み切る,スミキワ,スミキワ
きわまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,きわまる,キワモワ,キワモワ
挟み切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,挟み切る,ハサミキワ,ハサミキワ
群がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,群がる,ムラゴワ,ムラゴワ
しのびよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しのびよる,シノビヨワ,シノビヨワ
つまさきだわ	動詞,自立,*,*,五段・タ行,未然形,つまさきだつ,ツマサキドワ,ツマサキドワ
耽わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,耽る,フケワ,フケワ
盛上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,盛上がる,モリアゴワ,モリアゴワ
学び取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,学び取る,マナビトワ,マナビトワ
くわえもわ	動詞,自立,*,*,五段・タ行,未然形,くわえもつ,クワエモワ,クワエモワ
よりあつまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,よりあつまる,ヨリアツモワ,ヨリアツモワ
くみとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くみとる,クミトワ,クミトワ
ひきちぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひきちぎる,ヒキチギワ,ヒキチギワ
付あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,付あがる,ツケアゴワ,ツケアゴワ
当はまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,当はまる,アテハモワ,アテハモワ
くぼまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くぼまる,クボモワ,クボモワ
甲走わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,甲走る,カンバシワ,カンバシワ
ふすぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ふすぶる,フスブワ,フスブワ
のろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,のろう,ノロワ,ノロワ
痛みいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,痛みいる,イタミイワ,イタミイワ
勝わ	動詞,自立,*,*,五段・タ行,未然形,勝つ,コワ,コワ
契わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,契る,チギワ,チギワ
罷り間違わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,罷り間違う,マカリマチゴワ,マカリマチゴワ
つけあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つけあがる,ツケアゴワ,ツケアゴワ
滴わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,滴る,シタトワ,シタトワ
遣り合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,遣り合う,ヤリオワ,ヤリオワ
煮えたぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,煮えたぎる,ニエタギワ,ニエタギワ
ちらばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ちらばる,チラボワ,チラボワ
切れ上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,切れ上がる,キレアゴワ,キレアゴワ
書送わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,書送る,カキオクワ,カキオクワ
のぼせ上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,のぼせ上がる,ノボセアゴワ,ノボセアゴワ
這いつくばわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,這いつくばう,ハイツクボワ,ハイツクボワ
なすわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,なする,ナスワ,ナスワ
ひどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひどる,ヒドワ,ヒドワ
つきそわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つきそう,ツキソワ,ツキソワ
みまがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,みまがう,ミマゴワ,ミマゴワ
くぐもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くぐもる,クグモワ,クグモワ
繁わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,繁る,シゲワ,シゲワ
つよまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つよまる,ツヨモワ,ツヨモワ
めいうわ	動詞,自立,*,*,五段・タ行,未然形,めいうつ,メイウワ,メイウワ
おいつかわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おいつかう,オイツコワ,オイツコワ
すりきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すりきる,スリキワ,スリキワ
隙取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,隙取る,ヒマドワ,ヒマドワ
とびたわ	動詞,自立,*,*,五段・タ行,未然形,とびたつ,トビトワ,トビトワ
としよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,としよる,トシヨワ,トシヨワ
合わ	動詞,非自立,*,*,五段・ワ行ウ音便,未然形,合う,オワ,オワ
釣り上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,釣り上がる,ツリアゴワ,ツリアゴワ
よっぱらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,よっぱらう,ヨウパロワ,ヨウパロワ
さぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,さぐる,サグワ,サグワ
犒わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,犒う,ネギロワ,ネギロワ
すさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すさる,スシヨワ,スシヨワ
ねじあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ねじあう,ネジオワ,ネジオワ
震えあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,震えあがる,フルエアゴワ,フルエアゴワ
しめ切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しめ切る,シメキワ,シメキワ
よわまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,よわまる,ヨワモワ,ヨワモワ
どもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,どもる,ドモワ,ドモワ
しまわ	動詞,非自立,*,*,五段・ワ行ウ音便,未然形,しまう,シモワ,シモワ
交わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,交う,コワ,コワ
息せき切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,息せき切る,イキセキキワ,イキセキキワ
おわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おる,オワ,オワ
